secid,date,low,high,open,close
108105,19991210,1405.65,1421.58,1408.11,1417.04
108105,19991213,1410.1,1421.58,1417.04,1415.22
108105,19991214,1401.59,1418.3,1415.22,1403.17
108105,19991215,1396.2,1417.4,1403.17,1413.32
108105,19991216,1408.35,1423.11,1413.32,1418.78
108105,19991217,1418.78,1431.77,1418.78,1421.03
108105,19991220,1411.1,1429.16,1421.03,1418.09
108105,19991221,1414.8,1436.47,1418.09,1433.43
108105,19991222,1429.13,1440.02,1433.43,1436.13
108105,19991223,1436.13,1461.44,1436.13,1458.34
108105,19991227,1450.83,1463.19,1458.34,1457.1
108105,19991228,1452.78,1462.68,1457.09,1457.66
108105,19991229,1457.66,1467.47,1457.66,1463.46
108105,19991230,1462.6,1473.1,1463.46,1464.47
108105,19991231,1458.19,1472.42,1464.47,1469.25
108105,20000103,1438.36,1478,1469.25,1455.22
108105,20000104,1397.43,1455.22,1455.22,1399.42
108105,20000105,1377.68,1413.27,1399.42,1402.11
108105,20000106,1392.1,1411.9,1402.11,1403.45
108105,20000107,1400.73,1441.47,1403.45,1441.47
108105,20000110,1441.47,1464.36,1441.47,1457.6
108105,20000111,1434.42,1458.66,1457.6,1438.56
108105,20000112,1427.08,1442.6,1438.56,1432.25
108105,20000113,1432.25,1454.2,1432.25,1449.68
108105,20000114,1449.68,1473,1449.68,1465.15
108105,20000118,1451.3,1465.15,1465.15,1455.14
108105,20000119,1448.68,1461.39,1455.14,1455.9
108105,20000120,1438.54,1465.71,1455.9,1445.57
108105,20000121,1439.6,1453.18,1445.57,1441.36
108105,20000124,1395.42,1454.09,1441.36,1401.53
108105,20000125,1388.49,1414.26,1401.53,1410.03
108105,20000126,1400.16,1412.73,1410.03,1404.09
108105,20000127,1370.99,1418.86,1404.09,1398.56
108105,20000128,1356.2,1398.56,1398.56,1360.16
108105,20000131,1350.14,1394.48,1360.16,1394.46
108105,20000201,1384.79,1412.49,1394.46,1409.28
108105,20000202,1403.49,1420.61,1409.28,1409.12
108105,20000203,1398.52,1425.78,1409.12,1424.97
108105,20000204,1420.63,1435.91,1424.97,1424.37
108105,20000207,1413.33,1427.15,1424.37,1424.24
108105,20000208,1424.24,1441.83,1424.24,1441.75
108105,20000209,1411.65,1444.55,1441.72,1411.7
108105,20000210,1406.43,1422.1,1411.7,1416.83
108105,20000211,1378.89,1416.83,1416.83,1387.12
108105,20000214,1380.53,1394.93,1387.12,1389.94
108105,20000215,1376.25,1407.72,1389.94,1402.05
108105,20000216,1385.58,1404.55,1402.05,1387.67
108105,20000217,1380.07,1399.88,1387.67,1388.26
108105,20000218,1345.32,1388.59,1388.26,1346.09
108105,20000222,1331.88,1358.11,1346.09,1352.17
108105,20000223,1342.44,1370.11,1352.17,1360.69
108105,20000224,1329.88,1364.8,1360.69,1353.43
108105,20000225,1329.15,1362.14,1353.43,1333.36
108105,20000228,1325.07,1360.82,1333.36,1348.05
108105,20000229,1348.05,1369.63,1348.05,1366.42
108105,20000301,1366.42,1383.46,1366.42,1379.19
108105,20000302,1370.35,1386.56,1379.19,1381.76
108105,20000303,1381.76,1410.88,1381.76,1409.17
108105,20000306,1384.75,1409.74,1409.17,1391.28
108105,20000307,1349.99,1399.21,1391.28,1355.62
108105,20000308,1346.62,1373.79,1355.62,1366.7
108105,20000309,1357.88,1401.82,1366.7,1401.69
108105,20000310,1392.07,1413.46,1401.69,1395.07
108105,20000313,1364.84,1398.39,1395.07,1383.62
108105,20000314,1359.15,1395.15,1383.62,1359.15
108105,20000315,1356.99,1397.99,1359.15,1392.15
108105,20000316,1392.15,1458.47,1392.15,1458.47
108105,20000317,1453.32,1477.33,1458.47,1464.47
108105,20000320,1448.49,1470.3,1464.47,1456.63
108105,20000321,1446.06,1493.92,1456.63,1493.87
108105,20000322,1487.33,1505.08,1493.87,1500.64
108105,20000323,1492.39,1532.5,1500.64,1527.35
108105,20000324,1516.83,1552.87,1527.35,1527.46
108105,20000327,1518.46,1534.63,1527.46,1523.86
108105,20000328,1507.09,1527.36,1523.86,1507.73
108105,20000329,1497.45,1521.45,1507.73,1508.52
108105,20000330,1474.63,1517.38,1508.52,1487.92
108105,20000331,1484.38,1519.81,1487.92,1498.58
108105,20000403,1486.96,1507.19,1498.58,1505.97
108105,20000404,1416.41,1526.45,1505.98,1494.73
108105,20000405,1478.05,1506.55,1494.73,1487.37
108105,20000406,1487.37,1511.76,1487.37,1501.34
108105,20000407,1501.34,1518.68,1501.34,1516.35
108105,20000410,1503.35,1527.19,1516.35,1504.46
108105,20000411,1486.78,1512.8,1504.46,1500.59
108105,20000412,1466.15,1509.08,1500.59,1467.17
108105,20000413,1439.34,1477.52,1467.17,1440.51
108105,20000414,1339.4,1440.51,1440.51,1356.56
108105,20000417,1346.5,1401.53,1356.56,1401.44
108105,20000418,1397.81,1441.61,1401.44,1441.61
108105,20000419,1424.26,1447.69,1441.61,1427.47
108105,20000420,1422.08,1435.49,1427.47,1434.54
108105,20000424,1407.13,1434.54,1434.54,1429.86
108105,20000425,1429.86,1477.67,1429.86,1477.44
108105,20000426,1456.98,1482.94,1477.44,1460.99
108105,20000427,1434.81,1469.21,1460.99,1464.92
108105,20000428,1448.15,1473.62,1464.92,1452.43
108105,20000501,1452.43,1481.51,1452.43,1468.25
108105,20000502,1445.22,1468.25,1468.25,1446.29
108105,20000503,1398.36,1446.29,1446.29,1415.1
108105,20000504,1404.94,1420.99,1415.1,1409.57
108105,20000505,1405.08,1436.03,1409.57,1432.63
108105,20000508,1417.05,1432.63,1432.63,1424.17
108105,20000509,1401.85,1430.28,1424.17,1412.14
108105,20000510,1375.14,1412.14,1412.14,1383.05
108105,20000511,1383.05,1410.26,1383.05,1407.81
108105,20000512,1407.81,1430.13,1407.81,1420.96
108105,20000515,1416.54,1452.39,1420.96,1452.36
108105,20000516,1450.76,1470.4,1452.36,1466.04
108105,20000517,1441.67,1466.04,1466.04,1447.8
108105,20000518,1436.59,1458.04,1447.8,1437.21
108105,20000519,1401.74,1437.21,1437.21,1406.95
108105,20000522,1368.73,1410.55,1406.95,1400.72
108105,20000523,1373.43,1403.77,1400.72,1373.86
108105,20000524,1361.09,1401.75,1373.86,1399.05
108105,20000525,1373.93,1411.65,1399.05,1381.52
108105,20000526,1369.75,1391.42,1381.52,1378.02
108105,20000530,1378.02,1422.45,1378.02,1422.45
108105,20000531,1415.5,1434.49,1422.44,1420.6
108105,20000601,1420.6,1448.81,1420.6,1448.81
108105,20000602,1448.81,1483.23,1448.81,1477.26
108105,20000605,1464.68,1477.28,1477.26,1467.63
108105,20000606,1454.74,1471.36,1467.63,1457.84
108105,20000607,1455.06,1474.64,1457.84,1471.36
108105,20000608,1456.49,1475.65,1471.36,1461.67
108105,20000609,1454.96,1472.67,1461.67,1456.95
108105,20000612,1445.99,1462.93,1456.95,1446
108105,20000613,1442.38,1470.42,1446,1469.44
108105,20000614,1467.71,1483.62,1469.44,1470.54
108105,20000615,1464.62,1482.04,1470.54,1478.73
108105,20000616,1460.42,1480.77,1478.73,1464.46
108105,20000619,1459.05,1488.93,1464.46,1486
108105,20000620,1470.18,1487.32,1486,1475.95
108105,20000621,1468,1482.19,1475.95,1479.13
108105,20000622,1448.03,1479.13,1479.13,1452.18
108105,20000623,1438.31,1459.94,1452.18,1441.48
108105,20000626,1441.48,1459.66,1441.48,1455.31
108105,20000627,1450.55,1463.35,1455.31,1450.55
108105,20000628,1450.55,1467.63,1450.55,1454.82
108105,20000629,1434.63,1455.14,1454.82,1442.39
108105,20000630,1438.71,1454.68,1442.39,1454.6
108105,20000703,1450.85,1469.58,1454.6,1469.54
108105,20000705,1442.45,1469.54,1469.54,1446.23
108105,20000706,1439.56,1461.65,1446.23,1456.67
108105,20000707,1456.67,1484.12,1456.67,1478.9
108105,20000710,1474.76,1486.56,1478.9,1475.62
108105,20000711,1470.48,1488.77,1475.62,1480.88
108105,20000712,1480.88,1497.69,1480.88,1492.92
108105,20000713,1489.65,1501.39,1492.92,1495.84
108105,20000714,1494.56,1509.99,1495.84,1509.98
108105,20000717,1505.26,1517.32,1509.98,1510.49
108105,20000718,1491.35,1510.49,1510.49,1493.74
108105,20000719,1479.92,1495.63,1493.74,1481.96
108105,20000720,1481.96,1501.92,1481.96,1495.57
108105,20000721,1477.91,1495.57,1495.57,1480.19
108105,20000724,1463.8,1485.88,1480.19,1464.29
108105,20000725,1464.29,1476.23,1464.29,1474.47
108105,20000726,1452.42,1474.47,1474.47,1452.42
108105,20000727,1445.33,1464.91,1452.42,1449.62
108105,20000728,1413.89,1456.68,1449.62,1419.89
108105,20000731,1418.71,1437.65,1419.89,1430.83
108105,20000801,1428.96,1443.54,1430.83,1438.1
108105,20000802,1433.49,1451.59,1438.1,1438.7
108105,20000803,1425.43,1454.19,1438.7,1452.56
108105,20000804,1451.31,1462.93,1452.56,1462.93
108105,20000807,1460.72,1480.8,1462.93,1479.32
108105,20000808,1472.61,1484.52,1479.32,1482.8
108105,20000809,1471.16,1490.33,1482.8,1472.87
108105,20000810,1459.89,1475.15,1472.87,1460.25
108105,20000811,1453.06,1475.72,1460.25,1471.84
108105,20000814,1468.56,1491.64,1471.84,1491.56
108105,20000815,1482.74,1493.12,1491.56,1484.43
108105,20000816,1475.74,1496.09,1484.43,1479.85
108105,20000817,1479.85,1499.32,1479.85,1496.07
108105,20000818,1488.99,1499.47,1496.07,1491.72
108105,20000821,1491.13,1502.84,1491.72,1499.48
108105,20000822,1497.42,1508.45,1499.48,1498.13
108105,20000823,1489.52,1507.2,1498.13,1505.97
108105,20000824,1501.25,1511.16,1505.97,1508.31
108105,20000825,1505.09,1513.47,1508.31,1506.45
108105,20000828,1506.45,1523.95,1506.45,1514.09
108105,20000829,1505.46,1514.81,1514.09,1509.84
108105,20000830,1500.09,1510.49,1509.84,1502.59
108105,20000831,1502.59,1525.21,1502.59,1517.68
108105,20000901,1515.53,1530.09,1517.68,1520.77
108105,20000905,1504.21,1520.77,1520.77,1507.08
108105,20000906,1492.12,1512.61,1507.08,1492.25
108105,20000907,1492.25,1505.34,1492.25,1502.51
108105,20000908,1489.88,1502.51,1502.51,1494.5
108105,20000911,1483.01,1506.76,1494.5,1489.26
108105,20000912,1479.67,1496.93,1489.26,1481.99
108105,20000913,1473.61,1487.45,1481.99,1484.91
108105,20000914,1476.73,1494.16,1484.91,1480.87
108105,20000915,1460.22,1480.96,1480.87,1465.81
108105,20000918,1441.92,1467.77,1465.81,1444.51
108105,20000919,1444.51,1461.16,1444.51,1459.9
108105,20000920,1430.95,1460.49,1459.9,1451.34
108105,20000921,1436.3,1452.77,1451.34,1449.05
108105,20000922,1421.88,1449.05,1449.05,1448.72
108105,20000925,1435.93,1457.42,1448.72,1439.03
108105,20000926,1425.25,1448.04,1439.03,1427.21
108105,20000927,1419.44,1437.22,1427.21,1426.57
108105,20000928,1425.78,1461.69,1426.57,1458.29
108105,20000929,1436.29,1458.29,1458.29,1436.51
108105,20001002,1429.83,1445.6,1436.52,1436.23
108105,20001003,1425.28,1454.82,1436.23,1426.46
108105,20001004,1416.31,1439.99,1426.46,1434.32
108105,20001005,1431.8,1444.17,1434.32,1436.28
108105,20001006,1397.06,1443.3,1436.28,1408.99
108105,20001009,1392.48,1409.69,1408.99,1402.03
108105,20001010,1383.85,1408.83,1402.03,1387.02
108105,20001011,1349.67,1387.02,1387.02,1364.59
108105,20001012,1328.06,1374.93,1364.59,1329.78
108105,20001013,1327.08,1374.17,1329.78,1374.17
108105,20001016,1365.06,1379.48,1374.17,1374.62
108105,20001017,1342.34,1380.99,1374.62,1349.97
108105,20001018,1305.79,1356.65,1349.97,1342.13
108105,20001019,1342.13,1389.93,1342.13,1388.76
108105,20001020,1382.19,1408.47,1388.76,1396.93
108105,20001023,1387.75,1406.96,1396.93,1395.78
108105,20001024,1388.13,1415.64,1395.78,1398.13
108105,20001025,1362.21,1398.13,1398.13,1364.9
108105,20001026,1337.81,1372.72,1364.9,1364.44
108105,20001027,1364.13,1384.57,1364.44,1379.58
108105,20001030,1376.86,1406.36,1379.58,1398.66
108105,20001031,1398.66,1432.22,1398.66,1429.4
108105,20001101,1410.45,1429.6,1429.4,1421.22
108105,20001102,1421.22,1433.4,1421.22,1428.32
108105,20001103,1420.92,1433.21,1428.32,1426.69
108105,20001106,1427.72,1438.46,1428.76,1432.19
108105,20001107,1423.26,1436.22,1432.19,1431.87
108105,20001108,1408.78,1437.28,1431.87,1409.28
108105,20001109,1369.68,1409.28,1409.28,1400.14
108105,20001110,1365.97,1400.14,1400.14,1365.98
108105,20001113,1328.62,1365.98,1365.98,1351.26
108105,20001114,1351.26,1390.06,1351.26,1382.95
108105,20001115,1374.75,1395.96,1382.95,1389.81
108105,20001116,1370.39,1394.76,1389.81,1372.32
108105,20001117,1355.55,1384.85,1372.32,1367.72
108105,20001120,1341.67,1367.72,1367.72,1342.62
108105,20001121,1333.62,1355.87,1342.62,1347.35
108105,20001122,1321.89,1347.35,1347.35,1322.36
108105,20001124,1322.36,1343.83,1322.36,1341.77
108105,20001127,1341.77,1362.5,1341.77,1348.97
108105,20001128,1334.97,1358.81,1348.97,1336.09
108105,20001129,1329.28,1352.38,1336.09,1341.91
108105,20001130,1294.9,1341.91,1341.91,1314.95
108105,20001201,1307.02,1334.67,1314.95,1315.23
108105,20001204,1310.23,1332.06,1315.18,1324.97
108105,20001205,1324.97,1376.56,1324.97,1376.54
108105,20001206,1346.15,1376.54,1376.54,1351.46
108105,20001207,1339.26,1353.5,1351.46,1343.55
108105,20001208,1343.55,1380.33,1343.55,1369.89
108105,20001211,1364.14,1389.05,1369.89,1380.2
108105,20001212,1370.27,1380.27,1380.2,1371.18
108105,20001213,1358.48,1385.82,1371.18,1359.99
108105,20001214,1340.48,1359.99,1359.99,1340.93
108105,20001215,1305.38,1340.93,1340.93,1312.15
108105,20001218,1312.15,1332.32,1312.15,1322.74
108105,20001219,1305.2,1346.44,1322.96,1305.6
108105,20001220,1261.16,1305.6,1305.6,1264.74
108105,20001221,1254.07,1285.31,1264.74,1274.86
108105,20001222,1274.86,1305.97,1274.86,1305.97
108105,20001226,1301.64,1315.94,1305.97,1315.19
108105,20001227,1310.96,1332.03,1315.19,1328.92
108105,20001228,1325.78,1335.93,1328.92,1334.22
108105,20001229,1317.51,1340.1,1334.22,1320.28
108105,20010102,1276.05,1320.28,1320.28,1283.27
108105,20010103,1274.62,1347.76,1283.27,1347.56
108105,20010104,1329.14,1350.24,1347.56,1333.34
108105,20010105,1294.95,1334.77,1333.34,1298.35
108105,20010108,1276.29,1298.35,1298.35,1295.86
108105,20010109,1295.14,1311.72,1295.86,1300.8
108105,20010110,1287.28,1313.76,1300.8,1313.27
108105,20010111,1309.72,1332.19,1313.27,1326.82
108105,20010112,1311.59,1333.21,1326.82,1318.32
108105,20010116,1313.33,1327.81,1318.32,1326.65
108105,20010117,1325.41,1346.92,1326.65,1329.47
108105,20010118,1327.41,1352.71,1329.89,1347.97
108105,20010119,1336.74,1354.55,1347.97,1342.54
108105,20010122,1333.84,1353.62,1342.54,1342.9
108105,20010123,1339.63,1362.9,1342.9,1360.4
108105,20010124,1357.28,1369.75,1360.4,1364.3
108105,20010125,1354.63,1367.35,1364.3,1357.51
108105,20010126,1342.75,1357.51,1357.51,1354.95
108105,20010129,1350.36,1365.54,1354.92,1364.17
108105,20010130,1356.2,1375.68,1364.17,1373.73
108105,20010131,1364.66,1383.37,1373.73,1366.01
108105,20010201,1359.34,1373.5,1366.01,1373.47
108105,20010202,1348.72,1376.38,1373.47,1349.47
108105,20010205,1344.48,1354.56,1349.47,1354.31
108105,20010206,1350.04,1363.55,1354.31,1352.26
108105,20010207,1334.26,1352.26,1352.26,1340.89
108105,20010208,1332.42,1350.32,1341.1,1332.53
108105,20010209,1309.98,1332.53,1332.53,1314.76
108105,20010212,1313.64,1330.96,1314.76,1330.31
108105,20010213,1317.51,1336.62,1330.31,1318.8
108105,20010214,1304.72,1320.73,1318.8,1315.92
108105,20010215,1315.92,1331.29,1315.92,1326.61
108105,20010216,1293.18,1326.61,1326.61,1301.53
108105,20010220,1278.44,1307.16,1301.53,1278.94
108105,20010221,1253.16,1282.97,1278.94,1255.27
108105,20010222,1228.33,1259.94,1255.27,1252.82
108105,20010223,1215.44,1252.82,1252.82,1245.86
108105,20010226,1241.71,1267.69,1245.86,1267.65
108105,20010227,1252.26,1272.76,1267.65,1257.94
108105,20010228,1229.65,1263.47,1257.94,1239.94
108105,20010301,1214.5,1241.36,1239.94,1241.23
108105,20010302,1219.74,1251.01,1241.23,1234.18
108105,20010305,1234.04,1242.55,1234.18,1241.41
108105,20010306,1241.41,1267.42,1241.41,1253.8
108105,20010307,1253.8,1263.86,1253.8,1261.89
108105,20010308,1257.6,1266.6,1261.89,1264.74
108105,20010309,1228.42,1264.74,1264.74,1233.42
108105,20010312,1176.78,1233.42,1233.42,1180.16
108105,20010313,1171.5,1197.89,1180.16,1197.66
108105,20010314,1155.35,1197.66,1197.66,1166.71
108105,20010315,1166.71,1182.04,1166.71,1173.56
108105,20010316,1148.64,1173.56,1173.56,1150.53
108105,20010319,1147.18,1173.5,1150.53,1170.81
108105,20010320,1142.19,1180.56,1170.81,1142.62
108105,20010321,1118.74,1149.39,1142.62,1122.14
108105,20010322,1081.19,1124.27,1122.14,1117.58
108105,20010323,1117.58,1141.83,1117.58,1139.83
108105,20010326,1139.83,1160.02,1139.83,1152.69
108105,20010327,1150.96,1183.36,1152.69,1182.17
108105,20010328,1147.83,1182.17,1182.17,1153.29
108105,20010329,1136.26,1161.69,1153.29,1147.95
108105,20010330,1143.83,1162.8,1147.95,1160.33
108105,20010402,1137.51,1169.51,1160.33,1145.87
108105,20010403,1100.19,1145.87,1145.87,1106.46
108105,20010404,1091.99,1117.5,1106.46,1103.25
108105,20010405,1103.25,1151.47,1103.25,1151.44
108105,20010406,1119.29,1151.44,1151.44,1128.43
108105,20010409,1126.38,1146.13,1128.43,1137.59
108105,20010410,1137.59,1173.92,1137.59,1168.38
108105,20010411,1160.26,1182.24,1168.38,1165.89
108105,20010412,1157.73,1183.51,1165.89,1183.5
108105,20010416,1167.38,1184.64,1183.5,1179.68
108105,20010417,1168.9,1192.25,1179.68,1191.81
108105,20010418,1191.81,1248.42,1191.81,1238.16
108105,20010419,1233.39,1253.71,1238.16,1253.7
108105,20010420,1234.41,1253.7,1253.7,1242.98
108105,20010423,1217.47,1242.98,1242.98,1224.36
108105,20010424,1208.89,1233.54,1224.36,1209.47
108105,20010425,1207.38,1232.36,1209.47,1228.75
108105,20010426,1228.75,1248.3,1228.75,1234.52
108105,20010427,1234.52,1253.07,1234.52,1253.05
108105,20010430,1243.99,1269.3,1253.05,1249.46
108105,20010501,1243.55,1266.47,1249.46,1266.44
108105,20010502,1257.7,1272.93,1266.44,1267.43
108105,20010503,1239.88,1267.43,1267.43,1248.58
108105,20010504,1232,1267.51,1248.58,1266.61
108105,20010507,1259.19,1270,1266.61,1263.51
108105,20010508,1253,1267.01,1266.71,1261.2
108105,20010509,1247.83,1261.65,1261.2,1255.54
108105,20010510,1254.56,1268.14,1255.54,1255.18
108105,20010511,1240.79,1259.84,1255.18,1245.67
108105,20010514,1241.02,1249.68,1245.67,1248.92
108105,20010515,1245.36,1254.45,1248.92,1249.44
108105,20010516,1243.02,1286.39,1249.44,1284.99
108105,20010517,1282.65,1296.48,1284.99,1288.49
108105,20010518,1281.15,1292.06,1288.49,1291.96
108105,20010521,1287.87,1312.95,1291.96,1312.83
108105,20010522,1306.89,1315.93,1312.83,1309.38
108105,20010523,1288.7,1309.38,1309.38,1289.05
108105,20010524,1281.22,1295.04,1289.05,1293.17
108105,20010525,1276.42,1293.17,1293.17,1277.89
108105,20010529,1265.41,1278.42,1277.89,1267.93
108105,20010530,1245.96,1267.93,1267.93,1248.08
108105,20010531,1248.07,1261.91,1248.08,1255.82
108105,20010601,1246.88,1265.34,1255.82,1260.67
108105,20010604,1256.36,1267.17,1260.67,1267.11
108105,20010605,1267.11,1286.62,1267.11,1283.57
108105,20010606,1269.01,1283.85,1283.57,1270.03
108105,20010607,1265.08,1277.08,1270.03,1276.96
108105,20010608,1259.99,1277.11,1276.96,1264.96
108105,20010611,1249.23,1264.96,1264.96,1254.39
108105,20010612,1235.75,1261,1254.39,1255.85
108105,20010613,1241.59,1259.75,1255.85,1241.6
108105,20010614,1218.9,1241.6,1241.6,1219.87
108105,20010615,1203.03,1221.5,1219.87,1214.36
108105,20010618,1208.33,1221.23,1214.36,1208.43
108105,20010619,1207.71,1226.11,1208.43,1212.58
108105,20010620,1210.07,1225.61,1212.58,1223.14
108105,20010621,1220.25,1240.24,1223.14,1237.04
108105,20010622,1221.44,1237.73,1237.04,1225.35
108105,20010625,1213.6,1231.5,1225.35,1218.6
108105,20010626,1204.64,1220.7,1218.6,1216.76
108105,20010627,1207.29,1219.92,1216.76,1211.07
108105,20010628,1211.07,1234.44,1211.07,1226.2
108105,20010629,1221.14,1237.29,1226.2,1224.42
108105,20010702,1224.03,1239.78,1224.42,1236.71
108105,20010703,1229.43,1236.71,1236.71,1234.45
108105,20010705,1219.15,1234.45,1234.45,1219.24
108105,20010706,1188.74,1219.24,1219.24,1190.59
108105,20010709,1189.75,1201.76,1190.59,1198.78
108105,20010710,1179.93,1203.43,1198.78,1181.52
108105,20010711,1168.46,1184.93,1181.52,1180.18
108105,20010712,1180.18,1210.25,1180.18,1208.14
108105,20010713,1203.61,1218.54,1208.14,1215.68
108105,20010716,1200.05,1219.63,1215.68,1202.45
108105,20010717,1196.14,1215.36,1202.45,1214.44
108105,20010718,1198.33,1214.44,1214.44,1207.71
108105,20010719,1205.8,1225.04,1207.71,1215.02
108105,20010720,1207.04,1215.69,1215.02,1210.85
108105,20010723,1190.5,1215.22,1210.85,1191.03
108105,20010724,1165.54,1191.03,1191.03,1171.65
108105,20010725,1171.28,1190.52,1171.65,1190.49
108105,20010726,1182.65,1204.18,1190.49,1202.93
108105,20010727,1195.99,1209.26,1202.93,1205.82
108105,20010730,1200.41,1209.05,1205.82,1204.52
108105,20010731,1204.52,1222.74,1204.52,1211.23
108105,20010801,1211.23,1223.04,1211.23,1215.93
108105,20010802,1215.31,1226.27,1215.93,1220.75
108105,20010803,1205.31,1220.75,1220.75,1214.35
108105,20010806,1197.35,1214.35,1214.35,1200.48
108105,20010807,1195.64,1207.56,1200.47,1204.4
108105,20010808,1181.27,1206.79,1204.4,1183.53
108105,20010809,1174.68,1184.71,1183.53,1183.43
108105,20010810,1169.55,1193.33,1183.43,1190.16
108105,20010813,1185.12,1193.82,1190.16,1191.29
108105,20010814,1184.26,1198.79,1191.29,1186.73
108105,20010815,1177.61,1191.21,1186.73,1178.02
108105,20010816,1166.08,1181.8,1178.02,1181.66
108105,20010817,1156.07,1181.66,1181.66,1161.97
108105,20010820,1160.94,1171.41,1161.97,1171.41
108105,20010821,1156.56,1179.85,1171.41,1157.26
108105,20010822,1153.34,1168.56,1157.26,1165.31
108105,20010823,1160.96,1169.86,1165.31,1162.09
108105,20010824,1162.09,1185.15,1162.09,1184.93
108105,20010827,1178.07,1186.85,1184.93,1179.21
108105,20010828,1161.17,1179.66,1179.21,1161.51
108105,20010829,1147.38,1166.97,1161.51,1148.6
108105,20010830,1124.87,1151.75,1148.6,1129.03
108105,20010831,1126.38,1141.83,1129.03,1133.58
108105,20010904,1129.06,1155.4,1133.58,1132.94
108105,20010905,1114.86,1135.52,1132.94,1131.74
108105,20010906,1105.83,1131.74,1131.74,1106.4
108105,20010907,1082.12,1106.4,1106.4,1085.78
108105,20010910,1073.15,1096.94,1085.78,1092.54
108105,20010917,1037.46,1092.54,1092.54,1038.77
108105,20010918,1029.25,1046.42,1038.77,1032.74
108105,20010919,984.62,1038.91,1032.74,1016.1
108105,20010920,984.49,1016.1,1016.1,984.54
108105,20010921,944.75,984.54,984.54,965.8
108105,20010924,965.8,1008.44,965.8,1003.45
108105,20010925,998.33,1017.14,1003.45,1012.27
108105,20010926,1002.62,1020.29,1012.27,1007.04
108105,20010927,998.24,1018.92,1007.04,1018.61
108105,20010928,1018.61,1040.94,1018.61,1040.94
108105,20011001,1026.76,1040.94,1040.94,1038.55
108105,20011002,1034.47,1051.33,1038.55,1051.33
108105,20011003,1041.48,1075.38,1051.33,1072.28
108105,20011004,1067.82,1084.12,1072.28,1069.63
108105,20011005,1053.5,1072.35,1069.62,1071.38
108105,20011008,1056.88,1071.37,1071.37,1062.44
108105,20011009,1053.83,1063.37,1062.44,1056.75
108105,20011010,1052.7,1081.62,1056.75,1080.99
108105,20011011,1080.99,1099.16,1080.99,1097.43
108105,20011012,1072.15,1097.43,1097.43,1091.65
108105,20011015,1078.19,1091.65,1091.65,1089.98
108105,20011016,1087.13,1101.66,1089.98,1097.54
108105,20011017,1076.57,1107.12,1097.54,1077.09
108105,20011018,1064.54,1077.94,1077.09,1068.61
108105,20011019,1057.24,1075.52,1068.61,1073.48
108105,20011022,1070.32,1090.57,1073.48,1089.9
108105,20011023,1081.53,1098.99,1089.9,1084.78
108105,20011024,1079.98,1090.26,1084.78,1085.2
108105,20011025,1065.64,1100.09,1085.2,1100.09
108105,20011026,1094.24,1110.61,1100.09,1104.61
108105,20011029,1078.3,1104.61,1104.61,1078.3
108105,20011030,1053.61,1078.3,1078.3,1059.79
108105,20011031,1057.55,1074.79,1059.79,1059.78
108105,20011101,1054.31,1085.61,1059.78,1084.1
108105,20011102,1075.58,1089.63,1084.1,1087.2
108105,20011105,1087.2,1106.72,1087.2,1102.84
108105,20011106,1095.36,1119.73,1102.84,1118.86
108105,20011107,1112.98,1126.62,1118.86,1115.8
108105,20011108,1115.42,1135.75,1115.8,1118.54
108105,20011109,1111.13,1123.02,1118.54,1120.31
108105,20011112,1098.32,1121.71,1120.31,1118.33
108105,20011113,1118.33,1139.14,1118.33,1139.09
108105,20011114,1132.87,1148.28,1139.09,1141.21
108105,20011115,1135.06,1146.46,1141.21,1142.24
108105,20011116,1129.92,1143.52,1142.24,1138.65
108105,20011119,1138.65,1151.06,1138.65,1151.06
108105,20011120,1142.17,1152.45,1151.06,1142.66
108105,20011121,1129.78,1142.66,1142.66,1137.03
108105,20011123,1135.9,1151.05,1137.03,1150.34
108105,20011126,1146.17,1157.88,1150.34,1157.42
108105,20011127,1140.81,1163.38,1157.42,1149.5
108105,20011128,1128.29,1149.5,1149.5,1128.52
108105,20011129,1125.51,1140.4,1128.52,1140.2
108105,20011130,1135.89,1143.57,1140.2,1139.45
108105,20011203,1125.78,1139.45,1139.45,1129.9
108105,20011204,1128.86,1144.8,1129.9,1144.8
108105,20011205,1143.77,1173.62,1143.77,1170.35
108105,20011206,1164.43,1173.35,1170.35,1167.1
108105,20011207,1152.66,1167.1,1167.1,1158.31
108105,20011210,1139.66,1158.31,1158.31,1139.93
108105,20011211,1134.32,1150.89,1139.93,1136.76
108105,20011212,1126.01,1141.58,1136.76,1137.07
108105,20011213,1117.85,1137.07,1137.07,1119.38
108105,20011214,1114.5,1128.28,1119.38,1123.09
108105,20011217,1122.34,1137.36,1123.09,1134.36
108105,20011218,1134.36,1145.1,1134.36,1142.92
108105,20011219,1134.75,1152.44,1142.92,1149.56
108105,20011220,1139.93,1151.42,1149.56,1139.93
108105,20011221,1139.93,1147.83,1139.93,1144.89
108105,20011224,1144.62,1147.83,1144.89,1144.65
108105,20011226,1144.65,1159.18,1144.65,1149.37
108105,20011227,1149.37,1157.13,1149.37,1157.13
108105,20011228,1157.13,1164.64,1157.13,1161.02
108105,20011231,1148.04,1161.16,1161.02,1148.08
108105,20020102,1136.23,1154.67,1148.08,1154.67
108105,20020103,1154.01,1165.27,1154.67,1165.27
108105,20020104,1163.42,1176.55,1165.27,1172.51
108105,20020107,1163.55,1176.97,1172.51,1164.89
